assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0323,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0324,hooks,Lifecycle hooks,Vendor convention,automation,hooks,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0325,subagents,Subagents,Vendor convention,agents,composition,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0326,custom-agents,Custom agent definitions,Vendor convention,agents,composition,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-106,2026-08-28T19:30Z,high,no
A-0327,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0328,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0329,acp.client,ACP client/editor role,ACP,interoperability,client,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0330,acp.agent,ACP agent/server role,ACP,interoperability,agent,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0331,ahp.client,AHP client role,AHP,interoperability,client,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0332,ahp.host,AHP host role,AHP,interoperability,host,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0333,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0334,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0335,webmcp,WebMCP site tools,WebMCP,web,browser,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0336,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,cursor-ide,Cursor IDE,Cursor,Cursor,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-107,2026-08-28T19:30Z,low,no
A-0337,mcp.tools,MCP tools,MCP,protocol,server-feature,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0338,mcp.resources,MCP resources,MCP,protocol,server-feature,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0339,mcp.prompts,MCP prompts,MCP,protocol,server-feature,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0340,mcp.sampling,MCP sampling,MCP,protocol,client-feature,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0341,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0342,mcp.roots,MCP roots,MCP,protocol,client-feature,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0343,mcp.tasks,MCP tasks,MCP,protocol,utility,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0344,mcp.stdio,MCP stdio transport,MCP,transport,transport,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0345,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0346,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-107,2026-08-28T19:30Z,high,no
A-0347,mcp.oauth,MCP OAuth authorization,MCP,security,auth,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0348,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0349,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0350,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0351,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0352,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0353,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0354,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0355,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0356,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-108,2026-08-28T19:30Z,high,no
A-0357,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0358,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0359,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0360,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0361,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0362,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0363,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0364,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0365,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0366,hooks,Lifecycle hooks,Vendor convention,automation,hooks,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0367,subagents,Subagents,Vendor convention,agents,composition,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0368,custom-agents,Custom agent definitions,Vendor convention,agents,composition,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0369,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-109,2026-08-28T19:30Z,high,no
A-0370,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-110,2026-08-28T19:30Z,high,no
A-0371,acp.client,ACP client/editor role,ACP,interoperability,client,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0372,acp.agent,ACP agent/server role,ACP,interoperability,agent,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,y,ga,Documented support.,documented,S-110,2026-08-28T19:30Z,high,no
A-0373,ahp.client,AHP client role,AHP,interoperability,client,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0374,ahp.host,AHP host role,AHP,interoperability,host,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0375,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0376,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0377,webmcp,WebMCP site tools,WebMCP,web,browser,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0378,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,cursor-cli,Cursor CLI Agent,Cursor,Cursor,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-110,2026-08-28T19:30Z,low,no
A-0379,mcp.tools,MCP tools,MCP,protocol,server-feature,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,y,ga,Documented support.,documented,S-114,2026-08-28T19:30Z,high,no
A-0380,mcp.resources,MCP resources,MCP,protocol,server-feature,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,y,ga,Documented support.,documented,S-114,2026-08-28T19:30Z,high,no
A-0381,mcp.prompts,MCP prompts,MCP,protocol,server-feature,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,y,ga,Documented support.,documented,S-114,2026-08-28T19:30Z,high,no
A-0382,mcp.sampling,MCP sampling,MCP,protocol,client-feature,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0383,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0384,mcp.roots,MCP roots,MCP,protocol,client-feature,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0385,mcp.tasks,MCP tasks,MCP,protocol,utility,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0386,mcp.stdio,MCP stdio transport,MCP,transport,transport,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0387,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0388,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0389,mcp.oauth,MCP OAuth authorization,MCP,security,auth,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0390,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-114,2026-08-28T19:30Z,low,no
A-0391,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,copilot-vscode,GitHub Copilot in VS Code,GitHub Copilot,GitHub/Microsoft,ide,local,y,ga,Documented support.,documented,S-114,2026-08-28T19:30Z,high,no
